lower,lower_mid,median,upper_mid,upper,t
8.122550608922809e-63,2.825244426383216e-20,4.1817124450924405e-13,1.9272406594742776e-9,6.061700012554911e-6,1
8.122550608922809e-63,2.825244426383216e-20,4.1817124450924405e-13,1.9272406594742776e-9,6.061700012554911e-6,2
0.14796050109837622,0.28571379023738497,0.35631171673510487,0.42226841442208624,0.5521232473160086,3
0.8694191121184575,0.9405158042308944,0.9642890729645097,0.9797419873658337,0.9944664459294623,4
0.8569558213681897,0.9302816141398138,0.9560745978977792,0.9748951834672407,0.9930401844723311,5
0.8385205403338943,0.9180204313281203,0.9471464315629565,0.9685776551430173,0.9908921865775228,6
0.8168640119915054,0.902154919285016,0.935810233041374,0.96061767123674,0.9876327959379403,7
0.7918521982567135,0.8836152108978427,0.9223862373540671,0.9506675639694888,0.98358653484733,8
0.7632369653792347,0.866379671435731,0.9074011217397763,0.940707181510733,0.9794924807815159,9
0.726367104046115,0.8401467386088763,0.8895044105547254,0.9274973630612593,0.9738222258850208,10
0.6636065503751841,0.8133133886084738,0.8675564307765892,0.9116126461037796,0.9677397306495764,11
0.5831628933194392,0.778293277784636,0.8436574062318438,0.8940980281319195,0.9602927339875656,12
0.484995644040537,0.7400342086057647,0.8149089573220993,0.8733493865710494,0.9536804852992942,13
0.3838570302635706,0.69809625873103,0.7824538005334275,0.8520863377548181,0.9425146946451929,14
0.3269631699024293,0.6386360914891609,0.7456266552100937,0.8268717278658398,0.9306717519870082,15
0.24751775896338027,0.5782385209305443,0.702725107223048,0.7988830932105073,0.9177073988369314,16
0.21113720009851678,0.51247961162212,0.6590694368122179,0.7679055791408793,0.9045238159695049,17
0.16407810757234104,0.4366168501243942,0.6043584626277307,0.7287687567484471,0.8910791008094041,18
0.13523138134709095,0.37558009999255754,0.5490300991101322,0.6884132271069044,0.8757336511892044,19
0.11763502679922316,0.3239316044671645,0.4852800294982302,0.6411853305660501,0.86106139281505,20
0.09950666344266527,0.2825156444387842,0.42270472819106336,0.5872992844233602,0.8308751653426001,21
0.08888245605637407,0.24617033096564672,0.3716331532791699,0.5239156623383382,0.8067159416287689,22
0.07903913786721034,0.21070198461200026,0.324184245573075,0.46650617839252784,0.7680554075923253,23
0.06937923580868337,0.1851955770155802,0.2850741967904823,0.40890687512784535,0.7189902887940568,24
0.06045470290126511,0.16242578129500757,0.25136919328857715,0.3633491155180215,0.6574064589338683,25
0.052701547055586835,0.14262800324146818,0.22108871768987123,0.3208632490511365,0.5851913178886191,26
0.04633257348865245,0.12395970356862701,0.19242312182597837,0.2836690104815307,0.5153419585416793,27
0.040717531608459284,0.10837641982406479,0.17004027264570326,0.2529286926898049,0.4631684415967606,28
0.03559290574562249,0.09413006186459731,0.1489005027158622,0.22393848873028013,0.4018996684303927,29
0.030644166647353283,0.081873805048715,0.13081768850892111,0.19895454237425378,0.3475032434503895,30
0.027334868899561035,0.07124309733814885,0.11503221712274544,0.1783429960024257,0.3131275990542937,31
0.02304790314662166,0.06249892599365617,0.10217886611508835,0.15867288775877467,0.28571748000981734,32
0.020026019066401727,0.054755237776584885,0.09033930132993001,0.14122583750192041,0.2537576135001872,33
0.016797078177118133,0.04720687234683739,0.07916101427488303,0.12657076210773044,0.22710721643319665,34
0.0144762056526007,0.04115031213594471,0.06891149614395115,0.11284039954836257,0.20335141780616628,35
0.011895022442569608,0.03583513474596503,0.06069306306339603,0.09990597197115707,0.18415205003970225,36
0.009738635740766048,0.030958544369553698,0.053784136781390324,0.0895161689427326,0.16833465283187868,37
0.007969569691765255,0.026551571574293793,0.047730901774540924,0.07950538734983016,0.15509249559065139,38
0.006521226476958225,0.0230869872641077,0.042326703013031056,0.07070150083503966,0.1390235369597713,39
0.005340496923223668,0.02003291772544124,0.03688117158775844,0.06327800868203184,0.12740191599860964,40
0.0044887650563636035,0.01746160256115948,0.03253136428512393,0.056598795566247764,0.11382376894419376,41
0.0036285508314225622,0.01506916512019919,0.02836357221770739,0.05053169970388021,0.10634751663942836,42
0.002941055781043609,0.013069370462469133,0.02489953465770569,0.04479141082410251,0.09466882051053592,43
0.0023951833848803758,0.01133027945418605,0.021955813387216715,0.039587445387038074,0.08703780188566897,44
0.001949233523415665,0.009628962787576318,0.01901747113021922,0.03502576609991389,0.08055995112345661,45
0.0015927321499785009,0.008131628128414878,0.01671384887484631,0.030934112751588423,0.07335217426619405,46
0.001311099339741998,0.006968859408193013,0.014706116956568337,0.027783581053933755,0.06674532163339873,47
0.0010604161052821298,0.005943209498394095,0.012859203906004979,0.02496260428133424,0.06113842584623999,48
8.688668620143065e-4,0.005075324708450249,0.011311662900904833,0.022534278354597613,0.05600097862466412,49
6.934602793035546e-4,0.004335555925876346,0.009984696953388437,0.01999928521636344,0.05245827648616394,50
5.522932683836891e-4,0.0037209489723963093,0.008651703937450756,0.0180878411422121,0.04812167883781796,51
4.334299344021821e-4,0.00315474728187586,0.007572056994827763,0.016128159875372475,0.04523833664769925,52
3.459875509042909e-4,0.0026991144975498154,0.006677811217818075,0.014287924255821198,0.042394757653986696,53
2.8296355841544226e-4,0.0023083397004605363,0.005855097549609077,0.012780648328108542,0.03997482339079714,54
2.308181634977345e-4,0.0019519420959876455,0.0050474353280136434,0.011538280423459803,0.03707507929568366,55
1.8167961868760662e-4,0.0016285341523693507,0.00443525413892594,0.01038842730779875,0.03335176026846057,56
1.324136131229722e-4,0.0013953991540428595,0.003910238986824572,0.009274671832305653,0.03137171413776078,57
1.0337050748369567e-4,0.0011637713564271387,0.003394240739691708,0.00826619699549527,0.029501728385440552,58
7.971876196491017e-5,9.814998350318343e-4,0.002929014510674845,0.007344601526662776,0.027731701316075816,59
5.989578868266793e-5,8.132215982194744e-4,0.0024966452412928095,0.00649155549173731,0.02590961444897679,60
4.807418211214312e-5,6.970220729737362e-4,0.0021547754025604375,0.005712837331778204,0.02357619993313918,61
3.85822012783416e-5,5.87236847498643e-4,0.0018753688242279178,0.00502706109092647,0.02233220110727032,62
2.857944653284435e-5,4.993108173244481e-4,0.0016346574958028548,0.00444196024407644,0.020434004343364235,63
2.138370431455427e-5,4.194162063347252e-4,0.0013934589211083402,0.003971945608457417,0.01900399272261847,64
1.646204552784787e-5,3.601253457023505e-4,0.0012119636090543158,0.003511085399081402,0.016886720513619773,65
1.2813187002405896e-5,3.0606977605332795e-4,0.0010590081680362197,0.003100870342198632,0.015578636292986918,66
1.0269168425819328e-5,2.607164678106027e-4,9.198601179058688e-4,0.0027699102901364908,0.014457570220673979,67
7.834089532022937e-6,2.1910442545294595e-4,8.000920035063294e-4,0.0024286805159134416,0.013321442011738748,68
5.759381726321088e-6,1.8023857691897545e-4,6.89721270503736e-4,0.002125989679563465,0.012258712024663667,69
4.314544505635191e-6,1.4942261320118833e-4,5.9658574624507e-4,0.001892324651714154,0.011253224905826581,70
3.459012349262146e-6,1.2549489829450898e-4,5.10394595704801e-4,0.0016490758075178632,0.010438209083821383,71
2.4900153411155242e-6,1.0514624438661348e-4,4.4341990389166667e-4,0.0014480986167251133,0.009680481667204794,72
1.8477731716918064e-6,8.835440565456735e-5,3.82294564794328e-4,0.0012700808925342176,0.00894562667816775,73
1.3633286807192826e-6,7.308451945807479e-5,3.261826389159765e-4,0.0011209790502836885,0.008321355822366913,74
9.685296929671662e-7,5.9957340721061135e-5,2.815611857335923e-4,9.849829357710636e-4,0.007718056478660933,75
6.400724952947221e-7,4.9082442377808615e-5,0.00024201478021140934,8.680543265155541e-4,0.007158171012234826,76
3.996683625643067e-7,4.07410923736467e-5,2.0625792696846434e-4,7.636101596613112e-4,0.006638597337043164,77
2.3384857444556234e-7,3.397592355955826e-5,1.7641975000559195e-4,6.853967941849027e-4,0.006156453550374421,78
1.610856385033268e-7,2.7951250359143363e-5,1.539881744232174e-4,6.11012650450847e-4,0.005709062401936963,79
1.1109219379505423e-7,2.3020203147270005e-5,1.306183672609212e-4,5.435446300257042e-4,0.0052939368520428355,80
6.389484721795683e-8,1.905828505816996e-5,1.1234069461859178e-4,4.848010367192517e-4,0.004908766642932781,81
4.11538802134252e-8,1.5259733503448658e-5,9.514288533317905e-5,4.3191346140292707e-4,0.0045513149052559786,82
2.613387619334709e-8,1.2512042960936898e-5,7.953657888951841e-5,3.7977565143978493e-4,0.004219307595667403,83
1.6306529642575546e-8,1.0182284315118652e-5,6.822086320984005e-5,3.32742876569043e-4,0.0039113283817939735,84
9.899320426508236e-9,8.346139928590153e-6,5.880824995143334e-5,2.956560877568422e-4,0.00362565128649426,85
4.77853328308053e-9,6.964806207006633e-6,4.958215968715154e-5,2.5641547108561796e-4,0.003360673438614252,86
2.6222725981777198e-9,5.75929320996878e-6,4.1917030317800054e-5,2.2792028685966753e-4,0.003114906350596039,87
1.3003570286565072e-9,4.588126087344427e-6,3.502399768592533e-5,2.0138005896783447e-4,0.0028869678102519977,88
8.220467332810252e-10,3.6073385907283066e-6,2.979316832168939e-5,1.778212391599232e-4,0.0026755743437106533,89
5.225396979958924e-10,2.832861799223542e-6,2.5710867253990765e-5,1.5753604283433108e-4,0.0024793671052614962,90
2.715178341849802e-10,2.257835117873035e-6,2.2185566682359734e-5,1.397194042739801e-4,0.0022969903196020324,91
1.3776275706648124e-10,1.818687883650486e-6,1.90887046482022e-5,1.2451354130913627e-4,0.002127900419745778,92
6.845699136372709e-11,1.4585373590281587e-6,1.6087716386523288e-5,1.1108800348230169e-4,0.001970783608714313,93
3.31641826984446e-11,1.2036338866166183e-6,1.3859110458548428e-5,9.926749880238161e-5,0.0018248872221058323,94
1.5614458729891138e-11,9.660143761578505e-7,1.1871908879966738e-5,8.839423113071413e-5,0.0016669715561768628,95
7.0812480227229766e-12,7.93711126732022e-7,9.834250065173664e-6,7.867203995548716e-5,0.0015482591219998679,96
3.1102611703406548e-12,6.483705752604985e-7,8.123856124444558e-6,6.919424135985352e-5,0.0014378363649086975,97
1.3232381688211425e-12,5.347060670510903e-7,6.818556503040783e-6,6.145605545097702e-5,0.0013245877769971915,98
5.444157403882321e-13,4.363093152687912e-7,5.831006039287324e-6,5.442986978920227e-5,0.0012138343483050382,99
1.670317632558182e-13,3.510120614914168e-7,4.8894504211161324e-6,4.8262821292594005e-5,0.001111829287002384,100
