days_since_infection,median,lower_95,upper_95
0,0.00342482208223744,0.000160892387881177,0.0168156124510978
0.1,0.00413468764703969,0.000214018179616226,0.019361303996631
0.2,0.00499731827019968,0.000278157396199228,0.0219234552573058
0.3,0.00599365239212267,0.000352527957299329,0.0257078189095054
0.4,0.00717554227649989,0.000446840313516278,0.0301375562712797
0.5,0.00853066682304013,0.000564725101876843,0.0356469324822509
0.6,0.0102175157220479,0.000729167409310649,0.0427770929966554
0.7,0.0121769230883904,0.000919839976048027,0.051349416144261
0.8,0.0146323474089723,0.00117666786328137,0.0615580298017323
0.9,0.017688374262369,0.0015009414421517,0.0751055402309212
1,0.0211126895937753,0.00191108551789396,0.0912383234565078
1.1,0.0251258214272936,0.00237669486565974,0.11193053495044
1.2,0.0298329528272027,0.00294124039771592,0.135082937859546
1.3,0.0353768839147359,0.00362282521761825,0.16556332083725
1.4,0.0416615144164942,0.00450273040869148,0.202855397485772
1.5,0.0492941903475082,0.00570742041231997,0.246545779453998
1.6,0.0586035036394538,0.00693492174658872,0.292584297955023
1.7,0.0689686629082387,0.00834193971390855,0.339946718411664
1.8,0.0808567983629183,0.0102327190219701,0.402486656798884
1.9,0.0948492722177622,0.0125546363190348,0.466811110070397
2,0.1104261656583,0.015413271350296,0.531061198734134
2.1,0.129003140042676,0.0189555914441627,0.588084823959462
2.2,0.150346416823927,0.0231585996908994,0.639412167224172
2.3,0.173840084215232,0.0277676348307932,0.684136841095888
2.4,0.200938382245953,0.0328187977284581,0.710266189067212
2.5,0.231741484593922,0.0387524106525445,0.728887595108535
2.6,0.264968899519051,0.0454123534389405,0.748613798282732
2.7,0.299750143925796,0.0537641448143765,0.764404028104126
2.8,0.338707129950589,0.0605481735728985,0.775828525964697
2.9,0.380150887797753,0.0713619796584084,0.779972635291368
3,0.422779812575828,0.0841293071888701,0.790622758476122
3.1,0.46396426810818,0.0953651102912065,0.799524536152412
3.2,0.502964473525483,0.109165766640028,0.807767137924079
3.3,0.533218725730616,0.122700091536139,0.812993125321289
3.4,0.56152259411134,0.139226310911733,0.815033620773862
3.5,0.580417060216922,0.15889298790286,0.817441145323553
3.6,0.598809811463037,0.176244163321197,0.8279229557754
3.7,0.611548301603584,0.196246368000843,0.834863843543889
3.8,0.619205147661457,0.217173335584998,0.836574801021213
3.9,0.624763300060964,0.240130888256494,0.838266411379694
4,0.632247077408688,0.266035679183106,0.840859890389591
4.1,0.636129622553648,0.291501532769351,0.839979455097425
4.2,0.637719092595125,0.316539660080917,0.842155849051324
4.3,0.637501455746773,0.339872125577507,0.842793958371582
4.4,0.637191628141717,0.36005464010917,0.842905117744463
4.5,0.635195995264374,0.368050050293625,0.847780803236342
4.6,0.632599640052306,0.379797007766436,0.845833328562354
4.7,0.629468338066463,0.380777337518906,0.845277849123209
4.8,0.624030216041765,0.376820468624709,0.847107902425883
4.9,0.617601531440933,0.373895923962168,0.846040396140429
5,0.610379223490587,0.370296795711458,0.844448332590632
5.1,0.60246209941705,0.36701809750151,0.838466358061925
5.2,0.593773840617555,0.362701655946152,0.837703355747234
5.3,0.585269779506707,0.357080226850411,0.83834797026877
5.4,0.575873548552076,0.351022770977394,0.837759815433135
5.5,0.566158326385315,0.342565799003469,0.833849831910525
5.6,0.555640614087416,0.335925204541432,0.826509609662341
5.7,0.544471584604233,0.327694537318871,0.818646922471643
5.8,0.533394613694863,0.318798948960766,0.815059855459368
5.9,0.521899215274593,0.309188830837504,0.811570403977953
6,0.510077864809674,0.301005929418145,0.804945386068107
6.1,0.497889329042991,0.293075969100775,0.798308999649191
6.2,0.486916151372197,0.28464624409439,0.787190828860418
6.3,0.475290389216016,0.27677420781989,0.777013493441016
6.4,0.463907800715189,0.269793820097783,0.764740845696903
6.5,0.452783723249244,0.262457196521664,0.756636423429209
6.6,0.441389945547586,0.253920625191627,0.743997622910955
6.7,0.429842072341684,0.246457451987505,0.732891216445936
6.8,0.418134266508835,0.237740420827763,0.719543961496462
6.9,0.405743329685982,0.231431750762978,0.707435659402237
7,0.39500145696035,0.222886797003017,0.695253570718172
7.1,0.383777098605622,0.215248697952124,0.680521315079441
7.2,0.373288568741331,0.207368196434459,0.663019836038472
7.3,0.362530544868985,0.199525793731701,0.648397640943642
7.4,0.35259291539562,0.191794769257849,0.634550584190327
7.5,0.341871798586536,0.185318054690738,0.620419445258525
7.6,0.331870940704098,0.178247697324466,0.603410945847331
7.7,0.321467753919189,0.171097669184498,0.587591926333637
7.8,0.311471883446775,0.164115187543467,0.572131466058174
7.9,0.301941941410244,0.156832061325242,0.556587696922644
8,0.292731205464783,0.149322798659093,0.540971740292475
8.1,0.283861203703751,0.142244873206448,0.525048272087527
8.2,0.274421937742276,0.136566536936391,0.511564927356478
8.3,0.266055261138276,0.130915914278215,0.495381084251908
8.4,0.257091663607948,0.124955370816368,0.480158864368312
8.5,0.248494488385412,0.118683961609808,0.46638326710522
8.6,0.240107584717668,0.112363021913655,0.452340123654376
8.7,0.231787072652112,0.106133235618877,0.439354998816342
8.8,0.223553859651208,0.100456446502619,0.425093014949336
8.9,0.215527159709518,0.0950049731045729,0.412674471050231
9,0.207833792756659,0.0902890325655441,0.397924107620876
9.1,0.200389052192211,0.085697673584387,0.381903573257323
9.2,0.192718012443977,0.0809583641562517,0.3695207830015
9.3,0.185555160240212,0.0763268346166217,0.356388429247963
9.4,0.178948501435937,0.0721558725905489,0.344059997642676
9.5,0.172344726458629,0.0684528380361177,0.332000745204478
9.6,0.165653705055336,0.0639933707067775,0.322518518593141
9.7,0.158993296175136,0.0603659140932185,0.312218346836324
9.8,0.152730963780909,0.0569998332534824,0.3011869861781
9.9,0.147219813079733,0.0533021195017662,0.29075802902358
10,0.141419890486315,0.0500592708228679,0.281625019879518
10.1,0.135975602175105,0.0471183108004546,0.271841483256373
10.2,0.130479638069699,0.0443549604980305,0.263302065072549
10.3,0.125444330356688,0.0414698147168397,0.253764285505678
10.4,0.120391340442828,0.0387497414013075,0.245638034316415
10.5,0.115564412428854,0.0364490302534524,0.237680662286353
10.6,0.11055314050463,0.0338359561776355,0.228465864370723
10.7,0.105982679894596,0.0311995938980648,0.221498517675507
10.8,0.1015996288285,0.0291696712470507,0.214787145649068
10.9,0.0975351917204935,0.0273636026410637,0.208086304904263
11,0.0935421442302597,0.0256889231311125,0.201197924083637
11.1,0.0894605723254888,0.024004302386441,0.194947903597826
11.2,0.0857650837312825,0.0223737128530628,0.188831240150633
11.3,0.0823801238130931,0.0208387163833304,0.182775177387946
11.4,0.0790864277782349,0.0193257851684482,0.176495242449696
11.5,0.0755680822617724,0.0180465432307246,0.171508834737886
11.6,0.0723747494636339,0.0167067935522574,0.166509069599992
11.7,0.0692156091656624,0.0156080105464238,0.161722121594079
11.8,0.0663302589084802,0.0145968257153373,0.156281414705305
11.9,0.063408812378817,0.0135896082596374,0.151667401777106
12,0.0605572742879805,0.0125665827717191,0.147293222338189
12.1,0.058024774409352,0.0114230867365729,0.142836254558015
12.2,0.0554994516471366,0.0105304499386854,0.138473037562406
12.3,0.0530202680580063,0.00969531665922825,0.134392370138959
12.4,0.0507274427157553,0.00893360805488685,0.131293350211427
12.5,0.0485329695719271,0.00824737873215292,0.12758818879427
12.6,0.0465189451804688,0.00761666341273403,0.123893221826934
12.7,0.0446323164969953,0.00698888083612289,0.120566288195171
12.8,0.042786117673917,0.00644891443722291,0.116970013331226
12.9,0.0409182752615957,0.00599922135593764,0.113150005080129
13,0.0390531152328704,0.00561513214908047,0.11047201700598
13.1,0.0374056687311542,0.00527906394699741,0.10771385550992
13.2,0.0357321254884389,0.00496297032168858,0.104777808905143
13.3,0.0340939530229906,0.00461174633493988,0.101357689777803
13.4,0.0325284853372441,0.00425337200385762,0.0985107905111803
13.5,0.0310583583434865,0.00389885058009306,0.0953853308363007
13.6,0.029621038539072,0.00359763627525978,0.093005971767054
13.7,0.0282436875829406,0.00331609950667721,0.090157280294758
13.8,0.0270526553146958,0.00303579077959731,0.0877985828180598
13.9,0.0258452593240618,0.00279105581000219,0.0858945392912882
14,0.024762142026765,0.0025477524959979,0.0833363882042166
14.1,0.0236892856335187,0.00232959386225767,0.0807476838181542
14.2,0.0226646020963685,0.00215988254938565,0.0785565845938576
14.3,0.021665277213648,0.00197357242952973,0.0763906239049809
14.4,0.0207055897201752,0.00182450798538259,0.0743945955488432
14.5,0.0198122019851716,0.00168641112749661,0.0726697482383593
14.6,0.0189364678205936,0.00155792365780936,0.0706319098312321
14.7,0.0180739655953203,0.0014408077671457,0.0685238137523888
14.8,0.017213199424411,0.00133187258300299,0.0668327300454692
14.9,0.0164186699980986,0.00123084878233571,0.0649374305993573
15,0.0157276314887252,0.00112457461684513,0.0630719556528929
15.1,0.0149690266498575,0.00104381395133991,0.0612440975543857
15.2,0.0143018592174668,0.000971938415299833,0.059465951746609
15.3,0.013672631083573,0.000887496862526959,0.057851794091574
15.4,0.0130526475896056,0.000818633065894496,0.0561917878321908
15.5,0.012454692913597,0.000756222280677974,0.0547735271075335
15.6,0.0118990960145674,0.000698467882837429,0.053278524463443
15.7,0.0113651488507203,0.000645011057945092,0.0516436491798462
15.8,0.0108481525981247,0.000590060855039898,0.0503339634835171
15.9,0.0103614296801123,0.000532888254737444,0.0490549484513959
16,0.00989994195839936,0.000486782136387746,0.0477743879146222
16.1,0.00945269493868927,0.000448916723586961,0.04629494937716
16.2,0.00904274631692992,0.000414645867625818,0.0449159069700202
16.3,0.00863897363328595,0.000382991157177628,0.0436308358950892
16.4,0.00824857452627389,0.000353814670248319,0.0425556387454534
16.5,0.0078831463347486,0.00032689167792215,0.0415052423670306
16.6,0.00753003440278002,0.000298045823601671,0.0404430914381492
16.7,0.00719608692599337,0.0002721149824286,0.039306872211883
16.8,0.00687423090786238,0.000251562140892707,0.0381425067073199
16.9,0.00655167756876864,0.000230120577840621,0.0371895712733047
17,0.00626404362716619,0.000213288180183307,0.0361361891893353
17.1,0.0059838069717788,0.000197909080925252,0.0351159294361862
17.2,0.00570983858017868,0.000183838390302572,0.0342193901964383
17.3,0.0054405943440816,0.000170352151596894,0.0334301253597755
17.4,0.00519088103273603,0.000157146309508244,0.0325561779049772
17.5,0.00495547619006982,0.000144650578157023,0.0317675591732271
17.6,0.00472608693572139,0.000131748301487401,0.0307843940396535
17.7,0.00451046076578316,0.000120388033121856,0.0299618880150662
17.8,0.0043021848006991,0.000111139184433758,0.0291790626563088
17.9,0.00410100313609895,0.000102911905248625,0.0283889180486482
18,0.00392082080014504,9.52243016821712e-05,0.0276238676953713
18.1,0.00375306319673787,8.72241997016738e-05,0.0269377329221959
18.2,0.00358292347076531,7.99147283675668e-05,0.0262493465930506
18.3,0.00341826898394631,7.41024803627395e-05,0.0255639509150021
18.4,0.00325985214551049,6.86747610066103e-05,0.0248959950839715
18.5,0.00311567889588329,6.25785974794275e-05,0.0242432141802353
18.6,0.00297055208406643,5.74873468863145e-05,0.0235436187635389
18.7,0.00283668746172605,5.22749257514545e-05,0.0228204962528002
18.8,0.00271240496807236,4.75383292896022e-05,0.0221392209909782
18.9,0.00258449701803831,4.34389012100788e-05,0.0215181160050079
19,0.00246511136910634,3.98978943370728e-05,0.0209781764279795
19.1,0.00235459174360729,3.6651543722117e-05,0.0205071037438365
19.2,0.00224882061188632,3.36711314724742e-05,0.0199362844726456
19.3,0.00215237905905436,3.09644163050887e-05,0.0194441231278462
19.4,0.0020524544680305,2.84086489439212e-05,0.0188330859659339
19.5,0.00195915195403114,2.61801965843056e-05,0.0183332754239079
19.6,0.00186822831661926,2.41894334761782e-05,0.0179022499089494
19.7,0.00178629456741077,2.23500467886807e-05,0.0174831383781174
19.8,0.00170679124973445,2.06505264005994e-05,0.017067431303324
19.9,0.0016293896528889,1.89869803356478e-05,0.0165337466681109
20,0.00155562075804703,1.75215209858892e-05,0.0160147256935532
20.1,0.00148126006882245,1.61725992445815e-05,0.0155880764758265
20.2,0.00141560862846097,1.49275249132385e-05,0.0151842051950164
20.3,0.00135034866988342,1.37783034686794e-05,0.0147895851580557
20.4,0.00128667279986771,1.27175557996918e-05,0.0143194098095275
20.5,0.0012280765354389,1.17384708380931e-05,0.0138351380657317
20.6,0.00116966418169409,1.08347618350912e-05,0.0134658263302645
20.7,0.00111297647768016,1.00006260025287e-05,0.0131122070864837
20.8,0.00106229377078609,9.23095563464949e-06,0.012767755865784
20.9,0.00101302960073262,8.52067212306749e-06,0.012434648380183
21,0.00096490494351143,7.86504183847509e-06,0.0121009507318909
21.1,0.000919665934151712,7.25985949324336e-06,0.0117542946576161
21.2,0.000877849105372531,6.70124336756202e-06,0.0114174562622244
21.3,0.000836383963730906,6.17122176612396e-06,0.011089806800924
21.4,0.000799831871655423,5.67208696270947e-06,0.0107710760086594
21.5,0.000763012488842315,5.21635711937698e-06,0.0104614089164937
21.6,0.000730547796700985,4.76971394266395e-06,0.01016055327583
21.7,0.000696504635711555,4.35246666192797e-06,0.00986826354654847
21.8,0.000664024344805244,3.9877443279423e-06,0.00958430073641039
21.9,0.000632768144943311,3.65383396025632e-06,0.00930843224326431
22,0.0006029484196979,3.3478856586138e-06,0.00905243534086192
22.1,0.000574765551620478,3.06843801531841e-06,0.00881788936167508
22.2,0.000547828231398798,2.81233786872444e-06,0.00858119709671795
22.3,0.00052386505642004,2.57761508118243e-06,0.00836799911327466
22.4,0.000501202366393646,2.37251901267604e-06,0.00815210026392956
22.5,0.000478541039923197,2.17616628887553e-06,0.00794168237686358
22.6,0.000456270823570068,1.98569520951393e-06,0.00773582169476564
22.7,0.00043509179390561,1.81785933452161e-06,0.00753319524692219
22.8,0.000414570821250115,1.68132119401269e-06,0.00732033337469449
22.9,0.000395814709062444,1.5553800317307e-06,0.00711344422079288
23,0.000378109591700533,1.43887584797414e-06,0.00691236257211385
23.1,0.000361581580017411,1.31556649125728e-06,0.00671692765211787
23.2,0.000345753247731891,1.1976881746191e-06,0.00652698300919415
23.3,0.000330129445455182,1.09633946130911e-06,0.00634237640740802
23.4,0.000314945781662111,1.01370106654473e-06,0.00616295971960284
23.5,0.000300740432816954,9.37327129264207e-07,0.00598820441331782
23.6,0.000287037766861976,8.61810721751772e-07,0.00581804523141088
23.7,0.000273877993649727,7.87781815861951e-07,0.00565269444073451
23.8,0.000261257528117444,7.2011204514666e-07,0.00549201768580746
23.9,0.000249049018389859,6.58255146855731e-07,0.0053358842794185
24,0.000238006967049933,6.01711783984441e-07,0.00518416710732537
24.1,0.00022701646469721,5.50025514154709e-07,0.00503674253515124
24.2,0.000216766729526299,5.02779104788385e-07,0.004903226796703
24.3,0.000206526246651405,4.59591164824702e-07,0.00476114225704282
24.4,0.000197203430789737,4.20113065789252e-07,0.00464401797251121
24.5,0.000188287653800033,3.84026127357768e-07,0.00452697735057758
24.6,0.000179287331862002,3.51039044693414e-07,0.00437796158693489
24.7,0.00017073146538796,3.2088553678793e-07,0.00423856975331679
24.8,0.000162776614428208,2.93322196821367e-07,0.00411856299696778
24.9,0.000155325841483773,2.68126527185944e-07,0.00400603565834773
25,0.000148439048340639,2.45096391560754e-07,0.00389875698196681
25.1,0.000141745267373971,2.24186009775467e-07,0.00379434143599783
25.2,0.000135197610638949,2.06918691759459e-07,0.00369271314956941
25.3,0.000128876972474888,1.91235646983083e-07,0.00359915714183662
25.4,0.000122732260151271,1.76741439633397e-07,0.00350891773386417
25.5,0.000116904719044757,1.63345937431811e-07,0.00340651110753261
25.6,0.000111587296796841,1.50965842629293e-07,0.0033134438281979
25.7,0.000106560748927865,1.39524173669532e-07,0.00322509761825334
25.8,0.000101795102573152,1.28963291736994e-07,0.003143027976995
25.9,9.71087579960202e-05,1.19202258722456e-07,0.0030702843817693
26,9.26409605137788e-05,1.10180031245138e-07,0.00299901313226797
26.1,8.84300737018974e-05,1.01840689037225e-07,0.00291374237135602
26.2,8.44105789128459e-05,9.41325444881121e-08,0.00282308325887702
26.3,8.05662951154148e-05,8.66312601328831e-08,0.00274130047405695
26.4,7.69417744452941e-05,7.90653044042671e-08,0.00266785894550232
26.5,7.34302253807041e-05,7.21603378838462e-08,0.0025963803467946
26.6,7.00517525718943e-05,6.58585974956479e-08,0.00252186615370644
26.7,6.68541121763669e-05,6.02374683450703e-08,0.00244775907296325
26.8,6.38214628131591e-05,5.5584725750692e-08,0.00237582495881468
26.9,6.08241788785434e-05,5.14829918444202e-08,0.00231116906967661
27,5.8093215872868e-05,4.77093664952161e-08,0.00224986614739925
27.1,5.54293475265557e-05,4.42123629989827e-08,0.00219018569592167
27.2,5.29080830587922e-05,4.09717022593005e-08,0.00213208496101254
27.3,5.05845753101303e-05,3.79685919603893e-08,0.00207552230528721
27.4,4.80943171819321e-05,3.51843198282405e-08,0.00202045717954589
27.5,4.58881777869539e-05,3.22625349807671e-08,0.00196685009482026
27.6,4.38620234728434e-05,2.95834108884165e-08,0.0019146625951128
27.7,4.19230670781588e-05,2.71267917748039e-08,0.00186385723081253
27.8,3.99755647788662e-05,2.48741962081546e-08,0.00181439753277204
27.9,3.82405373051897e-05,2.29438337290701e-08,0.00176624798703051
28,3.64742344814755e-05,2.11673776298393e-08,0.00171937401016753
28.1,3.48127743046724e-05,1.95284853436279e-08,0.00167374192527374
28.2,3.32167486647861e-05,1.8016502701754e-08,0.00162931893852275
28.3,3.16600262180537e-05,1.66216008230282e-08,0.0015860731163317
28.4,3.01710401914866e-05,1.53347121746884e-08,0.00154448913733352
28.5,2.87722057697855e-05,1.41474715879266e-08,0.00150470663999969
28.6,2.74323898022931e-05,1.29882934732669e-08,0.00146594738341493
28.7,2.61980370888876e-05,1.19219293848446e-08,0.0014281851244015
28.8,2.4984935346111e-05,1.09431235106633e-08,0.00139139428897895
28.9,2.38469666496873e-05,1.00446859313352e-08,0.00135464727406974
29,2.27422115248511e-05,9.22001717972396e-09,0.00131944503960501
29.1,2.17067970171065e-05,8.46305974815427e-09,0.00128671122771451
29.2,2.07083835686336e-05,7.76825357851783e-09,0.0012536353555943
29.3,1.97929331735492e-05,7.13049520812931e-09,0.0012198701045687
29.4,1.88859539531213e-05,6.54510027105124e-09,0.00118958630517721
29.5,1.80326538943938e-05,6.03548124132288e-09,0.00115927724912694
29.6,1.72061461131621e-05,5.56878619156422e-09,0.00112947382962916
29.7,1.63894206959527e-05,5.13818214256692e-09,0.00110043582027742
29.8,1.56303656868767e-05,4.7408777602263e-09,0.00107214360548883
29.9,1.49082590845203e-05,4.37429762143701e-09,0.00104450969161224
30,1.42195159152763e-05,4.03606551123371e-09,0.00101751952669602
